num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,Cluster,status_type
73790,18519,184,53738,117,1,3,0,2,0,video
59650,119,0,49544,0,0,0,0,0,0,photo
5514,326,0,4420,3,0,0,0,0,0,photo
3090,257,0,2574,0,0,0,0,0,0,photo
3292,280,0,2742,0,0,0,0,0,0,photo
5918,280,0,4923,0,0,0,0,0,0,photo
5716,142,0,4755,0,0,0,0,0,0,video
1676,188,0,1400,0,0,0,0,0,0,photo
2080,211,0,1736,0,0,0,0,0,0,photo
7938,188,0,6600,0,0,0,0,0,0,photo
9958,257,0,7942,6,0,0,0,0,0,photo
45712,10331,148,31763,75,1,1,10,0,0,video
21068,1131,52,15323,36,0,0,1,0,0,video
50762,395,0,40989,21,0,0,0,0,0,photo
49348,13551,192,35789,87,1,1,0,0,0,video
50964,12838,164,34279,135,1,1,0,1,0,video
24502,349,16,19182,12,2,1,0,0,0,video
64902,119,0,51557,33,2,1,0,0,0,photo
20866,188,12,16665,12,0,0,0,0,0,photo
27532,717,64,20524,42,0,0,0,0,0,video
68134,5685,108,50383,105,1,1,0,0,0,video
130956,303,0,105237,54,3,0,0,0,0,photo
35410,3615,56,26395,54,0,0,0,0,0,video
68538,9756,144,49712,114,1,4,0,0,0,video
68942,73,0,55583,24,2,0,0,0,0,photo
35814,3017,108,25220,81,0,0,0,0,0,video
40662,4,0,32769,12,2,0,0,0,0,photo
8746,165,0,6936,6,0,0,0,0,0,photo
8140,165,0,6600,3,0,0,0,0,0,photo
11776,326,0,9620,3,0,0,0,0,0,photo
81466,12079,168,60951,108,1,3,0,0,0,video
29956,96,12,24214,12,0,0,0,0,0,photo
30360,556,8,24214,18,0,0,0,0,0,photo
10766,280,0,8949,0,0,0,0,0,0,photo
29148,349,32,23543,12,0,0,0,0,0,status
60256,11297,184,44008,102,2,0,0,0,0,video
34602,96,4,27904,15,0,0,0,0,0,photo
890880,14563,1028,723899,219,17,5,0,0,4,photo
75608,13528,184,54912,141,0,0,0,0,0,video
36622,464,0,30253,3,0,0,0,0,0,photo
53994,464,4,41828,24,10,0,0,0,0,photo
12180,165,0,9955,3,0,0,0,0,0,photo
19856,533,20,15994,6,1,0,0,0,0,photo
5312,165,0,4420,0,0,0,0,0,0,video
51570,418,0,40989,33,0,0,0,0,0,photo
35208,142,4,28072,15,2,0,0,0,0,photo
12988,119,4,9955,15,0,0,0,0,0,photo
12584,73,0,9788,12,0,0,0,0,0,photo
38844,9595,160,28240,66,1,1,0,0,0,video
22280,418,24,18510,0,0,0,0,0,0,photo
24098,280,28,19685,6,0,0,0,0,0,photo
8544,257,0,6936,0,1,0,0,0,0,photo
47328,8169,136,29918,156,2,0,1,1,0,video
10968,234,0,8949,3,0,0,0,0,0,photo
16624,188,0,13478,3,0,0,1,0,0,photo
3696,188,0,3078,0,0,0,0,0,0,photo
29754,395,28,23711,15,1,0,0,0,0,photo
16220,188,0,13310,3,0,0,0,0,0,photo
60458,12976,168,44008,102,1,1,0,1,0,video
127118,257,4,101882,54,4,0,0,0,0,photo
13998,50,0,11297,6,0,0,0,0,0,photo
44298,2534,68,31930,78,1,2,0,0,0,video
6120,50,0,4587,9,0,0,0,0,0,photo
13190,27,0,10458,6,1,0,0,0,0,photo
32582,165,0,25724,24,0,0,0,0,0,photo
80456,13919,120,58435,132,3,3,0,0,0,video
9554,165,0,7942,0,0,0,0,0,0,photo
36824,73,16,29750,15,0,0,0,0,0,photo
64094,3638,128,45183,141,1,0,0,0,0,video
115402,20428,428,77055,321,1,1,1,2,4,video
3292,234,0,2574,3,0,0,0,0,0,photo
6120,211,0,5090,0,0,0,0,0,0,photo
11574,165,0,9620,0,0,0,0,0,0,photo
15008,142,12,12472,0,0,0,0,0,0,photo
74396,20957,200,53235,150,1,0,0,0,0,video
3898,73,0,3245,0,0,0,0,0,0,photo
35612,73,0,29414,0,1,0,0,0,0,photo
26926,165,0,22369,0,0,0,0,0,0,photo
32784,142,8,26562,9,1,0,0,0,0,photo
148328,22912,292,100876,348,11,6,0,0,4,video
8544,372,36,6936,3,0,0,0,0,0,status
6726,142,12,5258,6,0,0,0,0,0,status
5918,142,4,4923,0,0,0,0,0,0,video
8746,142,0,7104,3,0,0,0,0,0,photo
2888,142,0,2239,3,0,0,0,0,0,photo
96010,13206,192,68164,189,4,2,0,0,0,video
10160,188,8,8278,3,0,0,0,0,0,photo
19048,533,24,15826,0,0,0,0,0,0,photo
61266,786,12,48873,33,1,0,0,0,0,video
33996,165,4,28072,3,0,0,0,0,0,photo
50156,326,0,40486,21,0,0,0,0,0,photo
85304,142,0,68836,24,3,1,0,0,0,photo
38238,73,0,30924,6,0,3,0,0,0,photo
78840,395,8,64138,15,3,0,0,0,0,photo
124896,648,0,100205,42,7,0,0,0,0,photo
38642,50,8,31595,6,1,0,0,0,0,photo
64902,31767,268,46189,132,1,1,0,0,4,video
73588,165,8,58267,45,2,0,0,0,0,photo
10362,234,0,8613,0,0,0,0,0,0,photo
57024,12056,152,41492,102,0,1,0,0,0,video
74598,326,4,60784,21,0,0,0,0,0,photo
27936,372,24,22369,12,1,0,0,0,0,photo
19452,211,4,15659,3,2,0,0,0,0,photo
37632,257,0,30924,3,1,0,0,0,0,photo
98434,349,0,77391,42,12,0,0,0,0,photo
57024,441,16,43170,60,3,2,0,0,0,video
77426,188,4,61622,39,3,0,0,0,0,photo
43692,4,4,35453,15,0,0,0,0,0,photo
9756,4,0,7607,6,1,0,0,0,0,photo
178830,10630,104,110605,660,0,2,0,0,4,video
37430,257,4,29414,30,0,0,0,0,0,photo
52378,27,4,42163,21,0,1,0,0,0,photo
60458,211,0,48873,24,0,0,0,0,0,photo
40258,211,4,31260,39,0,0,0,0,0,photo
144894,924,4,114128,90,7,0,0,0,0,photo
31370,50,0,25220,15,0,0,0,0,0,photo
59246,188,0,47364,33,0,0,0,0,0,photo
49146,142,0,39815,15,1,0,0,0,0,photo
53388,50,0,43002,6,5,0,0,0,0,photo
63286,73,0,49880,21,6,0,0,0,0,photo
42076,27,0,33776,21,0,0,0,0,0,photo
43692,4,0,35118,18,1,0,0,0,0,photo
49954,142,0,39312,27,1,0,0,0,0,photo
30764,27,0,24550,15,1,0,0,0,0,photo
78234,73,0,61790,48,1,0,0,0,0,photo
36016,211,0,28576,18,0,0,0,0,0,photo
44096,96,0,35621,15,1,0,0,0,0,photo
54600,73,0,43002,30,3,0,0,0,0,photo
70962,96,4,57764,18,0,0,0,0,0,photo
46924,4,8,37634,24,0,0,0,0,0,photo
50964,73,0,40989,12,4,0,0,0,0,photo
24704,4,0,19182,24,0,0,0,0,0,photo
42278,96,0,33440,27,1,0,0,0,0,photo
61670,119,4,49544,30,0,0,0,0,0,photo
14402,234,8,11800,3,0,0,0,0,0,photo
58640,280,0,46189,39,1,1,0,0,0,photo
13594,142,12,11130,0,1,0,0,0,0,photo
158226,257,0,126206,90,1,0,0,0,0,photo
15614,50,0,12807,3,0,0,0,0,0,photo
4504,4,0,3748,0,0,0,0,0,0,video
20866,4,0,16833,6,1,0,0,0,0,photo
6524,4,8,5426,0,0,0,0,0,0,video
48338,119,8,38473,24,0,0,2,0,0,photo
22482,142,0,18510,3,0,0,0,0,0,photo
10362,4,4,8613,0,0,0,0,0,0,video
6928,96,0,5762,0,0,0,0,0,0,video
3090,4,0,2574,0,0,0,0,0,0,link
15210,4,20,12639,0,0,0,0,0,0,video
35814,50,0,29079,6,2,0,0,0,0,photo
105100,188,0,84772,39,2,0,0,0,0,photo
27128,50,0,22201,6,0,0,0,0,0,photo
46116,27,4,36963,21,1,0,0,0,0,photo
100656,5846,68,68500,231,5,6,1,1,0,video
33592,119,8,26730,21,0,0,0,0,0,photo
55004,6099,80,38305,132,0,0,0,0,0,video
25714,165,4,21027,6,0,0,0,0,0,photo
6120,4,0,4923,0,1,0,0,0,0,photo
6726,27,4,5594,0,0,0,0,0,0,link
50964,119,0,40150,27,4,0,0,0,0,photo
58034,4,0,48034,0,1,0,0,0,0,photo
53388,188,12,43170,15,2,0,0,0,0,photo
30764,119,4,24885,9,1,0,0,0,0,photo
12382,119,0,9620,9,1,0,0,0,0,photo
34804,165,28,27401,18,2,1,0,0,0,video
124492,12033,84,77055,375,21,8,0,1,0,video
38036,4,0,30924,12,0,0,0,0,0,photo
119846,7111,92,81249,297,1,4,4,1,0,video
38238,50,0,30588,15,2,0,0,0,0,photo
36016,119,0,29414,9,0,0,0,0,0,photo
64296,165,0,52564,12,1,0,0,0,0,photo
73184,211,0,59106,21,3,0,0,0,0,photo
9756,142,0,8110,0,0,0,0,0,0,photo
50156,27,0,40989,9,1,0,0,0,0,photo
105100,50,0,85443,33,0,0,0,0,0,photo
19654,188,8,15826,9,0,0,0,0,0,photo
80860,372,0,65816,18,2,0,0,0,0,photo
44096,4,0,35621,18,0,0,0,0,0,photo
15614,303,16,12975,0,0,0,0,0,0,photo
41268,96,0,33272,9,3,0,0,0,0,photo
81870,142,0,66990,18,0,0,0,0,0,photo
42480,4,0,34279,18,0,0,0,0,0,photo
43288,27,0,34950,15,1,0,0,0,0,photo
75608,96,0,60448,21,7,0,0,0,0,photo
92374,73,0,74539,30,3,0,0,0,0,photo
43490,4,0,34447,24,2,0,0,0,0,photo
1474,119,0,1232,0,0,0,0,0,0,video
7736,142,12,6432,0,0,0,0,0,0,photo
33996,27,0,28240,0,0,0,0,0,0,photo
56014,4,0,46022,6,1,0,0,0,0,photo
39652,27,0,31930,18,0,0,0,0,0,photo
20260,73,0,16665,3,0,0,0,0,0,photo
17230,96,0,13310,12,2,0,0,0,0,photo
6928,234,24,5762,0,0,0,0,0,0,photo
8342,211,0,6600,3,1,0,0,0,0,photo
4706,119,4,3748,3,0,0,0,0,0,photo
43894,556,20,34614,30,1,0,0,0,0,video
32582,211,8,26562,9,0,0,0,0,0,photo
56418,4,0,46357,9,0,0,0,0,0,photo
19654,211,12,15994,6,0,0,0,0,0,photo
98838,73,0,80578,18,3,0,0,0,0,photo
49550,96,0,40654,9,0,0,0,0,0,photo
54600,119,0,45015,6,0,0,0,0,0,photo
33592,257,4,27737,3,0,0,0,0,0,photo
24502,418,12,18510,33,0,0,0,0,0,video
6726,211,4,5594,0,0,0,0,0,0,photo
14604,27,0,12136,0,0,0,0,0,0,photo
35208,4,0,29079,3,0,0,0,0,0,photo
38844,4,0,31260,9,3,0,0,0,0,photo
57832,1407,20,41996,90,5,1,0,0,0,video
46722,4,0,38640,0,1,0,0,0,0,photo
27936,27,0,22704,6,1,0,0,0,0,photo
21068,142,4,17168,6,0,0,0,0,0,photo
18442,234,16,15156,0,1,0,0,0,0,photo
137824,510,0,110270,36,13,0,0,0,0,photo
278618,17691,276,189783,702,4,4,2,4,4,video
127118,372,4,102386,48,2,1,0,0,0,photo
11776,96,12,9788,0,0,0,0,0,0,video
55004,211,0,45015,6,2,0,0,0,0,photo
43086,50,8,34782,18,0,0,0,0,0,photo
45510,50,0,36963,15,0,0,0,0,0,photo
93586,1108,8,75546,24,4,1,0,0,0,photo
57630,165,0,46357,24,1,0,0,0,0,photo
106312,418,0,85946,36,2,0,0,0,0,photo
84496,96,0,68164,27,3,0,0,0,0,photo
104090,234,0,84772,27,0,1,0,0,0,photo
76214,119,0,61287,30,2,0,0,0,0,photo
239632,855,4,194816,57,6,0,0,0,0,photo
119442,12884,196,83598,252,3,4,1,1,0,video
85708,188,4,69003,39,0,0,0,0,0,photo
24098,372,0,17672,0,0,0,8,6,0,photo
13594,211,0,11130,3,0,0,0,0,0,photo
88738,234,12,71184,45,0,0,0,0,0,photo
210746,2695,96,165124,174,1,0,0,0,0,status
139440,234,0,111947,63,2,0,0,0,0,photo
17028,165,4,14149,0,0,0,0,0,0,status
99242,372,0,80242,33,2,0,0,0,0,photo
12786,27,0,10291,0,2,0,0,0,0,photo
9352,73,4,7774,0,0,0,0,0,0,link
64700,395,0,51893,27,1,1,0,0,0,photo
10362,188,24,8613,0,0,0,0,0,0,video
17230,211,8,13981,6,0,0,0,0,0,photo
20058,303,0,16498,3,0,0,0,0,0,photo
43086,303,4,35621,3,0,0,0,0,0,photo
31572,280,0,25892,6,0,0,0,0,0,photo
41268,2948,16,30924,51,0,2,1,0,0,video
49752,188,0,40486,9,2,0,0,0,0,photo
45510,50,0,36795,18,0,0,0,0,0,photo
51772,9825,120,32098,186,1,2,0,0,0,video
29552,27,0,23878,6,2,0,0,0,0,photo
42884,4,4,34614,15,0,1,0,0,0,photo
46318,73,0,37802,12,0,0,0,0,0,photo
13392,50,0,10794,3,1,0,0,0,0,photo
31976,4,0,26395,3,0,0,0,0,0,photo
60862,165,0,48370,18,6,0,1,0,0,photo
17836,27,0,14652,3,0,0,0,0,0,video
29956,1246,8,21194,54,4,0,0,0,0,video
80456,257,0,65480,12,4,0,0,0,0,photo
18038,96,0,14484,9,0,0,0,0,0,photo
30562,4,0,24550,9,2,0,0,0,0,photo
31370,119,0,25556,6,0,1,0,0,0,photo
22078,303,0,17504,15,0,0,0,0,0,video
23694,372,0,17504,33,2,0,0,0,0,video
22684,165,0,17001,33,0,0,0,0,0,video
26724,73,0,20691,15,4,0,0,0,0,photo
30158,73,0,23878,15,2,0,0,0,0,photo
55408,211,0,43673,33,2,1,0,0,0,photo
39450,2189,20,27234,90,0,3,0,0,0,video
27936,579,8,21027,33,2,0,0,0,0,video
126714,6122,32,87120,315,2,0,1,0,0,video
58438,533,0,46860,21,3,0,0,0,0,photo
42278,234,0,34279,12,1,0,0,0,0,photo
32784,1729,24,24382,48,0,1,0,0,0,video
53590,257,0,43505,18,0,0,0,0,0,photo
60862,234,0,49376,18,1,0,0,0,0,photo
43086,119,0,35118,12,0,0,0,0,0,photo
42480,73,0,34614,12,0,0,0,0,0,photo
82476,257,0,65984,27,6,0,0,0,0,photo
45106,142,0,36124,21,1,0,0,0,0,photo
72578,96,0,59274,15,1,0,0,0,0,photo
108130,50,0,81417,81,0,0,23,0,0,photo
73184,234,0,59442,24,0,0,0,0,0,photo
53792,3799,40,36124,126,3,4,2,0,0,video
31572,50,0,25388,15,0,0,0,0,0,photo
22280,487,0,17168,18,1,1,0,0,0,video
90152,141408,480,59106,240,7,5,0,2,3,video
20664,27,0,17168,0,0,0,0,0,0,status
32582,142,0,26562,9,0,0,0,0,0,photo
56418,188,0,45854,18,0,0,0,0,0,photo
58236,142,0,47196,15,2,0,0,0,0,photo
46520,188,0,37131,24,1,0,0,0,0,photo
54802,280,0,44008,18,3,0,0,0,0,photo
22886,50,4,18007,9,2,0,1,0,0,photo
51772,2373,64,34447,141,1,2,0,1,0,video
61872,96,0,50551,9,2,0,0,0,0,photo
114392,234,0,91985,12,14,0,0,0,0,photo
37632,27,4,30924,0,2,0,0,0,0,photo
27330,211,8,19852,30,4,2,1,0,0,video
35208,4489,12,24550,54,5,4,1,0,0,video
34602,1936,16,26730,30,2,0,0,0,0,video
75406,188,0,61287,15,3,0,0,0,0,photo
81466,119,0,65816,24,3,0,0,0,0,photo
28138,326,0,23208,3,0,0,0,0,0,photo
29956,372,20,24550,3,1,0,0,0,0,photo
54600,188,0,44512,12,1,0,0,0,0,photo
69346,188,0,56086,21,1,1,0,0,0,photo
51368,119,0,42331,6,0,0,0,0,0,photo
61468,211,24,50048,15,1,0,0,0,0,photo
88334,142,0,72694,12,0,0,0,0,0,photo
83284,96,8,66990,39,0,0,0,0,0,photo
37026,257,0,29414,18,2,0,0,0,0,photo
71366,188,8,57428,27,1,1,0,0,0,photo
29148,326,4,23878,6,0,0,0,0,0,photo
182870,234,20,147007,63,8,0,0,0,0,photo
30562,441,8,21698,54,2,1,1,0,0,video
55812,96,0,44344,24,3,1,0,0,0,photo
45914,73,16,36628,24,1,0,0,0,0,photo
68740,27627,188,46357,165,1,6,1,1,4,video
96616,280,0,77726,33,4,0,0,0,0,photo
38238,510,8,31092,9,1,0,0,0,0,photo
42682,165,0,34782,12,0,0,0,0,0,photo
59852,50,0,49209,9,0,0,0,0,0,photo
22886,349,4,16833,27,1,1,2,0,0,video
22886,50,0,18343,12,0,0,0,0,0,photo
26926,441,8,19349,39,4,1,0,0,0,video
45106,73,0,35789,15,5,0,0,0,0,photo
65104,188,4,52228,24,3,0,0,0,0,photo
47530,73,0,38640,12,0,1,0,0,0,photo
32986,27,0,26898,9,0,0,0,0,0,photo
75406,96,12,61622,15,1,0,0,0,0,photo
50358,3385,32,32434,150,2,4,0,0,0,video
26118,50,0,20691,15,1,0,0,0,0,photo
49550,165,0,39312,18,4,0,1,0,0,photo
55004,211,0,44344,18,2,0,0,0,0,photo
48338,2925,28,31763,141,0,3,0,0,0,video
27330,211,4,22033,9,1,0,0,0,0,photo
67326,1016,0,54577,18,2,0,0,0,0,photo
19452,73,0,15826,6,0,0,0,0,0,photo
42480,165,0,34111,21,0,0,0,0,0,photo
31168,1660,24,20859,72,3,2,1,0,0,video
38844,188,0,31763,9,0,0,0,0,0,photo
30764,50,0,25388,3,0,0,0,0,0,photo
44904,73,0,36292,18,0,0,0,0,0,photo
45914,27,0,37466,6,2,0,0,0,0,photo
109544,487,4,87456,33,9,1,0,0,0,photo
56418,6306,60,39144,126,4,0,0,0,0,video
53186,188,0,43338,9,0,1,1,0,0,photo
72376,126458,376,49376,171,1,5,1,0,3,video
13190,96,4,10962,0,0,0,0,0,0,video
38440,257,4,30588,15,3,0,0,0,0,photo
64700,96,4,51893,30,1,0,0,0,0,photo
53792,188,0,42666,27,3,0,0,0,0,photo
91364,437303,644,59274,276,2,3,2,0,2,video
24906,533,0,19182,0,0,3,6,0,0,status
109746,107207,712,66655,408,2,6,1,1,3,video
56216,188,0,44847,27,2,0,0,0,0,photo
89950,9940,108,52899,372,2,3,0,1,0,video
39652,165,32,31930,6,4,0,0,0,0,photo
122674,8813,208,74874,477,1,0,0,1,0,video
36420,96,0,27904,36,2,0,0,0,0,photo
47732,188,0,38305,24,0,0,0,0,0,photo
18846,50,4,15156,9,0,0,0,0,0,status
9756,142,0,7942,3,0,0,0,0,0,video
49550,3891,148,34447,99,5,2,0,0,0,video
45510,280,116,37298,6,1,0,0,0,0,status
26926,96,8,21530,15,0,0,0,0,0,photo
34400,257,8,26730,33,0,0,0,0,0,photo
61468,303,0,49376,27,1,0,0,0,0,photo
30360,119,0,24885,3,1,0,0,0,0,photo
78234,188,0,62964,27,3,0,0,0,0,photo
113988,482774,616,79404,246,3,3,3,0,2,video
52782,832,4,43002,15,0,0,0,0,0,photo
96414,280,0,78565,18,3,0,0,0,0,photo
31168,441,28,25724,3,0,0,0,0,0,photo
26320,303,8,20859,9,2,1,0,0,0,photo
62074,4,0,49376,36,0,1,0,0,0,photo
22886,280,20,18678,6,0,0,0,0,0,photo
15614,96,8,12975,0,0,0,0,0,0,photo
7736,96,0,6265,0,0,1,0,0,0,video
42278,211,0,34614,6,0,1,0,0,0,photo
20058,4,12,16498,3,0,0,0,0,0,photo
24098,188,8,19014,15,1,0,0,0,0,video
36824,50,84,30253,6,0,0,0,0,0,photo
31370,27,16,24885,12,0,0,3,0,0,photo
17432,4,0,12807,12,0,0,6,0,0,video
25108,4,0,19182,12,0,0,6,0,0,video
44702,27,0,35453,0,8,0,2,0,0,video
10564,4,0,8781,0,0,0,0,0,0,photo
7736,165,4,6432,0,0,0,0,0,0,video
464,4,148,394,0,0,0,0,0,0,photo
70154,4,4,56254,36,0,0,0,0,0,photo
20058,4,120,16330,6,0,0,0,0,0,photo
42480,4,24,33944,12,0,0,4,0,0,photo
36016,4,0,28743,21,0,0,0,0,0,photo
30158,4,4,24046,15,1,0,0,0,0,photo
15614,4,4,12304,0,0,0,4,0,0,photo
34198,4,228,27904,6,0,1,0,0,0,link
47934,4,0,38473,6,6,0,0,0,0,link
17432,4,12,14317,3,0,0,0,0,0,photo
24300,4,8,20020,3,0,0,0,0,0,photo
47328,4,0,37634,18,0,0,4,0,0,photo
56620,4,4,46525,9,0,0,0,0,0,photo
64498,119,0,51725,15,0,0,6,0,0,photo
34602,4,0,27234,9,0,0,6,0,0,video
50762,119,0,41828,0,0,0,2,0,0,photo
27330,4,0,21530,12,1,0,2,0,0,video
262,4,148,226,0,0,0,0,0,0,photo
262,4,4,226,0,0,0,0,0,0,photo
53388,50,0,43841,9,0,0,0,0,0,photo
44096,50,20,35956,0,0,0,4,0,0,photo
10564,4,16,8781,0,0,0,0,0,0,photo
8342,4,12,6600,3,0,0,1,0,0,video
13594,4,4,11130,3,0,0,0,0,0,photo
53792,211,4,39815,3,0,0,28,0,0,photo
33390,4,0,26227,15,0,0,4,0,0,photo
14200,4,0,11130,0,0,0,4,0,0,video
49954,27,0,40150,24,0,0,0,0,0,photo
76618,4,0,62629,9,0,0,3,0,0,photo
61670,27,0,47699,24,0,0,13,0,0,photo
5312,4,0,3916,0,3,0,0,0,0,photo
5716,4,0,4587,3,0,0,0,0,0,photo
7534,4,0,5929,6,0,0,0,0,0,photo
9352,4,0,7774,0,0,0,0,0,0,photo
33188,50,52,25220,24,0,1,5,0,0,photo
57024,4,0,46692,12,0,0,0,0,0,photo
12382,119,0,9116,0,0,0,7,0,0,status
13796,73,0,11465,0,0,0,0,0,0,photo
14806,27,68,11130,12,0,0,3,0,0,photo
129542,4,0,105405,33,2,0,0,0,0,photo
24704,4,0,19349,21,0,0,0,0,0,photo
